Date               ,ZTD [m]     ,ZWD [m]     ,PWV [mm]    ,GE [m]      ,GN [m]      
15/02/2021 08:40:12,    2.327310,    0.091197,    0.014033,   -0.000435,    0.004077
15/02/2021 08:40:42,    2.327464,    0.091350,    0.014057,   -0.000442,    0.004070
15/02/2021 08:41:12,    2.327655,    0.091542,    0.014086,   -0.000448,    0.004062
15/02/2021 08:41:42,    2.327877,    0.091763,    0.014120,   -0.000455,    0.004054
15/02/2021 08:42:12,    2.328120,    0.092007,    0.014158,   -0.000461,    0.004045
15/02/2021 08:42:42,    2.328378,    0.092265,    0.014198,   -0.000468,    0.004037
15/02/2021 08:43:12,    2.328643,    0.092529,    0.014238,   -0.000474,    0.004028
15/02/2021 08:43:42,    2.328906,    0.092792,    0.014279,   -0.000481,    0.004019
15/02/2021 08:44:12,    2.329160,    0.093046,    0.014318,   -0.000488,    0.004010
15/02/2021 08:44:42,    2.329397,    0.093283,    0.014354,   -0.000494,    0.004000
15/02/2021 08:45:12,    2.329611,    0.093497,    0.014387,   -0.000501,    0.003990
15/02/2021 08:45:42,    2.329803,    0.093689,    0.014417,   -0.000507,    0.003979
15/02/2021 08:46:12,    2.329975,    0.093861,    0.014443,   -0.000514,    0.003968
15/02/2021 08:46:42,    2.330131,    0.094017,    0.014467,   -0.000521,    0.003957
15/02/2021 08:47:12,    2.330273,    0.094159,    0.014489,   -0.000527,    0.003946
15/02/2021 08:47:42,    2.330404,    0.094290,    0.014509,   -0.000534,    0.003934
15/02/2021 08:48:12,    2.330526,    0.094412,    0.014528,   -0.000541,    0.003921
15/02/2021 08:48:42,    2.330643,    0.094529,    0.014546,   -0.000547,    0.003909
15/02/2021 08:49:12,    2.330756,    0.094643,    0.014563,   -0.000554,    0.003895
15/02/2021 08:49:42,    2.330869,    0.094756,    0.014581,   -0.000561,    0.003882
15/02/2021 08:50:12,    2.330985,    0.094871,    0.014599,   -0.000568,    0.003867
15/02/2021 08:50:42,    2.331103,    0.094989,    0.014617,   -0.000574,    0.003853
15/02/2021 08:51:12,    2.331224,    0.095110,    0.014635,   -0.000581,    0.003838
15/02/2021 08:51:42,    2.331348,    0.095235,    0.014655,   -0.000588,    0.003822
15/02/2021 08:52:12,    2.331476,    0.095363,    0.014674,   -0.000595,    0.003806
15/02/2021 08:52:42,    2.331609,    0.095495,    0.014695,   -0.000601,    0.003789
15/02/2021 08:53:12,    2.331745,    0.095631,    0.014716,   -0.000608,    0.003772
15/02/2021 08:53:42,    2.331886,    0.095772,    0.014737,   -0.000615,    0.003754
15/02/2021 08:54:12,    2.332031,    0.095918,    0.014760,   -0.000622,    0.003736
15/02/2021 08:54:42,    2.332182,    0.096069,    0.014783,   -0.000629,    0.003717
15/02/2021 08:55:12,    2.332339,    0.096225,    0.014807,   -0.000636,    0.003697
15/02/2021 08:55:42,    2.332500,    0.096386,    0.014832,   -0.000643,    0.003677
15/02/2021 08:56:12,    2.332665,    0.096552,    0.014857,   -0.000650,    0.003656
15/02/2021 08:56:42,    2.332834,    0.096721,    0.014883,   -0.000656,    0.003635
15/02/2021 08:57:12,    2.333007,    0.096894,    0.014910,   -0.000663,    0.003612
15/02/2021 08:57:42,    2.333183,    0.097069,    0.014937,   -0.000670,    0.003590
15/02/2021 08:58:12,    2.333360,    0.097247,    0.014964,   -0.000677,    0.003566
15/02/2021 08:58:42,    2.333539,    0.097426,    0.014992,   -0.000684,    0.003542
15/02/2021 08:59:12,    2.333719,    0.097606,    0.015019,   -0.000691,    0.003517
15/02/2021 08:59:42,    2.333900,    0.097787,    0.015047,   -0.000698,    0.003492
15/02/2021 09:00:12,    2.334081,    0.097968,    0.015075,   -0.000706,    0.003465
15/02/2021 09:00:42,    2.334262,    0.098149,    0.015103,   -0.000713,    0.003438
15/02/2021 09:01:12,    2.334443,    0.098329,    0.015131,   -0.000720,    0.003410
15/02/2021 09:01:42,    2.334623,    0.098509,    0.015158,   -0.000727,    0.003382
15/02/2021 09:02:12,    2.334802,    0.098689,    0.015186,   -0.000734,    0.003353
15/02/2021 09:02:42,    2.334981,    0.098868,    0.015214,   -0.000741,    0.003324
15/02/2021 09:03:12,    2.335160,    0.099046,    0.015241,   -0.000748,    0.003293
15/02/2021 09:03:42,    2.335337,    0.099223,    0.015268,   -0.000755,    0.003263
15/02/2021 09:04:12,    2.335513,    0.099399,    0.015295,   -0.000762,    0.003232
15/02/2021 09:04:42,    2.335688,    0.099574,    0.015322,   -0.000769,    0.003200
15/02/2021 09:05:12,    2.335861,    0.099748,    0.015349,   -0.000776,    0.003168
15/02/2021 09:05:42,    2.336032,    0.099918,    0.015375,   -0.000784,    0.003135
15/02/2021 09:06:12,    2.336199,    0.100085,    0.015401,   -0.000791,    0.003103
15/02/2021 09:06:42,    2.336360,    0.100246,    0.015426,   -0.000798,    0.003069
15/02/2021 09:07:12,    2.336514,    0.100400,    0.015449,   -0.000805,    0.003036
15/02/2021 09:07:42,    2.336660,    0.100546,    0.015472,   -0.000812,    0.003002
15/02/2021 09:08:12,    2.336796,    0.100682,    0.015493,   -0.000819,    0.002968
15/02/2021 09:08:42,    2.336921,    0.100807,    0.015512,   -0.000825,    0.002933
15/02/2021 09:09:12,    2.337033,    0.100920,    0.015529,   -0.000832,    0.002899
15/02/2021 09:09:42,    2.337132,    0.101018,    0.015545,   -0.000839,    0.002864
15/02/2021 09:10:12,    2.337215,    0.101101,    0.015557,   -0.000846,    0.002829
15/02/2021 09:10:42,    2.337282,    0.101169,    0.015568,   -0.000853,    0.002794
15/02/2021 09:11:12,    2.337333,    0.101220,    0.015576,   -0.000859,    0.002759
15/02/2021 09:11:42,    2.337367,    0.101253,    0.015581,   -0.000866,    0.002724
15/02/2021 09:12:12,    2.337383,    0.101269,    0.015583,   -0.000872,    0.002689
15/02/2021 09:12:42,    2.337380,    0.101267,    0.015583,   -0.000879,    0.002653
15/02/2021 09:13:12,    2.337359,    0.101246,    0.015580,   -0.000885,    0.002618
15/02/2021 09:13:42,    2.337318,    0.101205,    0.015573,   -0.000892,    0.002583
15/02/2021 09:14:12,    2.337257,    0.101144,    0.015564,   -0.000898,    0.002548
15/02/2021 09:14:42,    2.337175,    0.101062,    0.015551,   -0.000904,    0.002513
15/02/2021 09:15:12,    2.337073,    0.100959,    0.015535,   -0.000910,    0.002478
15/02/2021 09:15:42,    2.336953,    0.100839,    0.015517,   -0.000916,    0.002444
15/02/2021 09:16:12,    2.336818,    0.100705,    0.015496,   -0.000922,    0.002409
15/02/2021 09:16:42,    2.336674,    0.100560,    0.015474,   -0.000928,    0.002375
15/02/2021 09:17:12,    2.336523,    0.100409,    0.015451,   -0.000934,    0.002341
15/02/2021 09:17:42,    2.336369,    0.100255,    0.015427,   -0.000940,    0.002307
15/02/2021 09:18:12,    2.336215,    0.100101,    0.015403,   -0.000945,    0.002274
