Date               ,ZTD [m]     ,ZWD [m]     ,PWV [mm]    ,GE [m]      ,GN [m]      
15/02/2021 06:10:12,    2.327657,    0.091518,    0.014082,    0.000297,    0.004007
15/02/2021 06:10:42,    2.327654,    0.091515,    0.014082,    0.000293,    0.004027
15/02/2021 06:11:12,    2.327649,    0.091510,    0.014081,    0.000288,    0.004046
15/02/2021 06:11:42,    2.327642,    0.091504,    0.014080,    0.000284,    0.004065
15/02/2021 06:12:12,    2.327634,    0.091496,    0.014079,    0.000279,    0.004083
15/02/2021 06:12:42,    2.327625,    0.091486,    0.014078,    0.000275,    0.004101
15/02/2021 06:13:12,    2.327615,    0.091476,    0.014076,    0.000270,    0.004119
15/02/2021 06:13:42,    2.327603,    0.091465,    0.014074,    0.000265,    0.004136
15/02/2021 06:14:12,    2.327592,    0.091453,    0.014072,    0.000260,    0.004153
15/02/2021 06:14:42,    2.327579,    0.091441,    0.014071,    0.000256,    0.004170
15/02/2021 06:15:12,    2.327568,    0.091429,    0.014069,    0.000251,    0.004186
15/02/2021 06:15:42,    2.327557,    0.091418,    0.014067,    0.000246,    0.004202
15/02/2021 06:16:12,    2.327547,    0.091409,    0.014066,    0.000241,    0.004217
15/02/2021 06:16:42,    2.327541,    0.091402,    0.014065,    0.000236,    0.004233
15/02/2021 06:17:12,    2.327537,    0.091399,    0.014064,    0.000231,    0.004247
15/02/2021 06:17:42,    2.327538,    0.091399,    0.014064,    0.000225,    0.004261
15/02/2021 06:18:12,    2.327543,    0.091405,    0.014065,    0.000220,    0.004275
15/02/2021 06:18:42,    2.327555,    0.091417,    0.014067,    0.000215,    0.004289
15/02/2021 06:19:12,    2.327574,    0.091435,    0.014070,    0.000210,    0.004302
15/02/2021 06:19:42,    2.327600,    0.091461,    0.014074,    0.000204,    0.004315
15/02/2021 06:20:12,    2.327634,    0.091495,    0.014079,    0.000199,    0.004327
15/02/2021 06:20:42,    2.327678,    0.091540,    0.014086,    0.000194,    0.004339
15/02/2021 06:21:12,    2.327734,    0.091596,    0.014094,    0.000188,    0.004350
15/02/2021 06:21:42,    2.327804,    0.091665,    0.014105,    0.000183,    0.004361
15/02/2021 06:22:12,    2.327888,    0.091749,    0.014118,    0.000177,    0.004372
15/02/2021 06:22:42,    2.327988,    0.091850,    0.014133,    0.000171,    0.004382
15/02/2021 06:23:12,    2.328107,    0.091968,    0.014152,    0.000166,    0.004392
15/02/2021 06:23:42,    2.328245,    0.092106,    0.014173,    0.000160,    0.004401
15/02/2021 06:24:12,    2.328404,    0.092265,    0.014197,    0.000155,    0.004410
15/02/2021 06:24:42,    2.328586,    0.092447,    0.014225,    0.000149,    0.004419
15/02/2021 06:25:12,    2.328791,    0.092652,    0.014257,    0.000143,    0.004427
15/02/2021 06:25:42,    2.329012,    0.092873,    0.014291,    0.000137,    0.004435
15/02/2021 06:26:12,    2.329241,    0.093103,    0.014326,    0.000132,    0.004442
15/02/2021 06:26:42,    2.329471,    0.093332,    0.014362,    0.000126,    0.004449
15/02/2021 06:27:12,    2.329692,    0.093554,    0.014396,    0.000120,    0.004456
15/02/2021 06:27:42,    2.329897,    0.093759,    0.014427,    0.000114,    0.004462
15/02/2021 06:28:12,    2.330078,    0.093940,    0.014455,    0.000108,    0.004468
15/02/2021 06:28:42,    2.330227,    0.094088,    0.014478,    0.000102,    0.004473
15/02/2021 06:29:12,    2.330335,    0.094196,    0.014495,    0.000096,    0.004478
15/02/2021 06:29:42,    2.330394,    0.094255,    0.014504,    0.000090,    0.004482
15/02/2021 06:30:12,    2.330399,    0.094260,    0.014504,    0.000084,    0.004486
15/02/2021 06:30:42,    2.330350,    0.094211,    0.014497,    0.000078,    0.004490
15/02/2021 06:31:12,    2.330252,    0.094113,    0.014482,    0.000072,    0.004493
15/02/2021 06:31:42,    2.330108,    0.093970,    0.014460,    0.000066,    0.004496
15/02/2021 06:32:12,    2.329922,    0.093784,    0.014431,    0.000060,    0.004498
15/02/2021 06:32:42,    2.329698,    0.093560,    0.014397,    0.000054,    0.004500
15/02/2021 06:33:12,    2.329440,    0.093301,    0.014357,    0.000048,    0.004501
15/02/2021 06:33:42,    2.329150,    0.093011,    0.014312,    0.000042,    0.004503
15/02/2021 06:34:12,    2.328832,    0.092694,    0.014263,    0.000036,    0.004503
15/02/2021 06:34:42,    2.328491,    0.092353,    0.014211,    0.000030,    0.004504
15/02/2021 06:35:12,    2.328132,    0.091993,    0.014156,    0.000024,    0.004504
15/02/2021 06:35:42,    2.327763,    0.091625,    0.014099,    0.000018,    0.004504
15/02/2021 06:36:12,    2.327397,    0.091259,    0.014043,    0.000011,    0.004503
15/02/2021 06:36:42,    2.327044,    0.090906,    0.013988,    0.000005,    0.004502
15/02/2021 06:37:12,    2.326716,    0.090578,    0.013938,   -0.000001,    0.004501
15/02/2021 06:37:42,    2.326424,    0.090286,    0.013893,   -0.000007,    0.004500
15/02/2021 06:38:12,    2.326179,    0.090040,    0.013855,   -0.000013,    0.004498
15/02/2021 06:38:42,    2.325992,    0.089853,    0.013826,   -0.000020,    0.004496
15/02/2021 06:39:12,    2.325874,    0.089735,    0.013808,   -0.000026,    0.004493
15/02/2021 06:39:42,    2.325837,    0.089698,    0.013802,   -0.000032,    0.004491
15/02/2021 06:40:12,    2.325887,    0.089748,    0.013810,   -0.000039,    0.004488
15/02/2021 06:40:42,    2.326015,    0.089876,    0.013830,   -0.000045,    0.004485
15/02/2021 06:41:12,    2.326205,    0.090067,    0.013859,   -0.000051,    0.004481
15/02/2021 06:41:42,    2.326446,    0.090308,    0.013896,   -0.000057,    0.004478
15/02/2021 06:42:12,    2.326722,    0.090583,    0.013939,   -0.000064,    0.004474
15/02/2021 06:42:42,    2.327019,    0.090881,    0.013984,   -0.000070,    0.004470
15/02/2021 06:43:12,    2.327323,    0.091185,    0.014031,   -0.000076,    0.004465
15/02/2021 06:43:42,    2.327621,    0.091482,    0.014077,   -0.000083,    0.004461
15/02/2021 06:44:12,    2.327898,    0.091759,    0.014120,   -0.000089,    0.004456
15/02/2021 06:44:42,    2.328139,    0.092000,    0.014157,   -0.000096,    0.004451
15/02/2021 06:45:12,    2.328334,    0.092196,    0.014187,   -0.000102,    0.004446
15/02/2021 06:45:42,    2.328484,    0.092345,    0.014210,   -0.000108,    0.004441
15/02/2021 06:46:12,    2.328591,    0.092453,    0.014226,   -0.000115,    0.004435
15/02/2021 06:46:42,    2.328660,    0.092521,    0.014237,   -0.000121,    0.004430
15/02/2021 06:47:12,    2.328692,    0.092554,    0.014242,   -0.000128,    0.004424
15/02/2021 06:47:42,    2.328693,    0.092555,    0.014242,   -0.000134,    0.004418
15/02/2021 06:48:12,    2.328665,    0.092527,    0.014238,   -0.000141,    0.004412
15/02/2021 06:48:42,    2.328612,    0.092473,    0.014229,   -0.000147,    0.004406
15/02/2021 06:49:12,    2.328536,    0.092398,    0.014218,   -0.000153,    0.004400
15/02/2021 06:49:42,    2.328442,    0.092304,    0.014203,   -0.000160,    0.004394
15/02/2021 08:40:12,    2.327917,    0.091778,    0.014123,   -0.000427,    0.004110
15/02/2021 08:40:42,    2.328076,    0.091938,    0.014147,   -0.000434,    0.004102
15/02/2021 08:41:12,    2.328273,    0.092135,    0.014178,   -0.000440,    0.004093
15/02/2021 08:41:42,    2.328500,    0.092362,    0.014212,   -0.000447,    0.004085
15/02/2021 08:42:12,    2.328749,    0.092611,    0.014251,   -0.000453,    0.004076
15/02/2021 08:42:42,    2.329012,    0.092874,    0.014291,   -0.000460,    0.004066
15/02/2021 08:43:12,    2.329282,    0.093143,    0.014333,   -0.000467,    0.004057
15/02/2021 08:43:42,    2.329550,    0.093411,    0.014374,   -0.000473,    0.004047
15/02/2021 08:44:12,    2.329809,    0.093670,    0.014414,   -0.000480,    0.004037
15/02/2021 08:44:42,    2.330050,    0.093912,    0.014451,   -0.000487,    0.004026
15/02/2021 08:45:12,    2.330269,    0.094131,    0.014485,   -0.000493,    0.004015
15/02/2021 08:45:42,    2.330466,    0.094327,    0.014515,   -0.000500,    0.004004
15/02/2021 08:46:12,    2.330642,    0.094504,    0.014542,   -0.000507,    0.003993
15/02/2021 08:46:42,    2.330803,    0.094664,    0.014567,   -0.000513,    0.003981
15/02/2021 08:47:12,    2.330949,    0.094810,    0.014589,   -0.000520,    0.003969
15/02/2021 08:47:42,    2.331084,    0.094945,    0.014610,   -0.000527,    0.003956
15/02/2021 08:48:12,    2.331210,    0.095072,    0.014630,   -0.000533,    0.003943
15/02/2021 08:48:42,    2.331331,    0.095192,    0.014648,   -0.000540,    0.003930
15/02/2021 08:49:12,    2.331449,    0.095310,    0.014666,   -0.000547,    0.003916
15/02/2021 08:49:42,    2.331566,    0.095427,    0.014684,   -0.000554,    0.003902
15/02/2021 08:50:12,    2.331685,    0.095546,    0.014703,   -0.000560,    0.003887
15/02/2021 08:50:42,    2.331807,    0.095668,    0.014721,   -0.000567,    0.003871
15/02/2021 08:51:12,    2.331931,    0.095793,    0.014740,   -0.000574,    0.003856
15/02/2021 08:51:42,    2.332059,    0.095921,    0.014760,   -0.000581,    0.003840
15/02/2021 08:52:12,    2.332191,    0.096053,    0.014780,   -0.000588,    0.003823
15/02/2021 08:52:42,    2.332327,    0.096188,    0.014801,   -0.000595,    0.003805
15/02/2021 08:53:12,    2.332467,    0.096328,    0.014823,   -0.000601,    0.003788
15/02/2021 08:53:42,    2.332611,    0.096472,    0.014845,   -0.000608,    0.003769
15/02/2021 08:54:12,    2.332760,    0.096622,    0.014868,   -0.000615,    0.003750
15/02/2021 08:54:42,    2.332915,    0.096776,    0.014892,   -0.000622,    0.003731
15/02/2021 08:55:12,    2.333074,    0.096936,    0.014916,   -0.000629,    0.003711
15/02/2021 08:55:42,    2.333239,    0.097100,    0.014942,   -0.000636,    0.003690
15/02/2021 08:56:12,    2.333408,    0.097269,    0.014968,   -0.000643,    0.003669
15/02/2021 08:56:42,    2.333580,    0.097442,    0.014994,   -0.000650,    0.003647
15/02/2021 08:57:12,    2.333757,    0.097618,    0.015021,   -0.000657,    0.003624
15/02/2021 08:57:42,    2.333935,    0.097797,    0.015049,   -0.000664,    0.003601
15/02/2021 08:58:12,    2.334116,    0.097978,    0.015077,   -0.000671,    0.003577
15/02/2021 08:58:42,    2.334299,    0.098160,    0.015105,   -0.000678,    0.003553
15/02/2021 08:59:12,    2.334483,    0.098344,    0.015133,   -0.000685,    0.003527
15/02/2021 08:59:42,    2.334667,    0.098528,    0.015161,   -0.000692,    0.003501
15/02/2021 09:00:12,    2.334851,    0.098713,    0.015190,   -0.000699,    0.003475
15/02/2021 09:00:42,    2.335036,    0.098897,    0.015218,   -0.000707,    0.003447
15/02/2021 09:01:12,    2.335219,    0.099081,    0.015246,   -0.000714,    0.003419
15/02/2021 09:01:42,    2.335403,    0.099264,    0.015275,   -0.000721,    0.003390
15/02/2021 09:02:12,    2.335586,    0.099447,    0.015303,   -0.000728,    0.003361
15/02/2021 09:02:42,    2.335768,    0.099630,    0.015331,   -0.000735,    0.003331
15/02/2021 09:03:12,    2.335950,    0.099811,    0.015359,   -0.000742,    0.003301
15/02/2021 09:03:42,    2.336130,    0.099991,    0.015387,   -0.000750,    0.003270
15/02/2021 09:04:12,    2.336309,    0.100171,    0.015414,   -0.000757,    0.003238
15/02/2021 09:04:42,    2.336487,    0.100349,    0.015442,   -0.000764,    0.003207
15/02/2021 09:05:12,    2.336664,    0.100525,    0.015469,   -0.000771,    0.003174
15/02/2021 09:05:42,    2.336837,    0.100699,    0.015495,   -0.000778,    0.003142
15/02/2021 09:06:12,    2.337007,    0.100868,    0.015521,   -0.000785,    0.003108
15/02/2021 09:06:42,    2.337170,    0.101031,    0.015547,   -0.000793,    0.003075
15/02/2021 09:07:12,    2.337326,    0.101188,    0.015571,   -0.000800,    0.003041
15/02/2021 09:07:42,    2.337474,    0.101335,    0.015593,   -0.000807,    0.003007
15/02/2021 09:08:12,    2.337611,    0.101472,    0.015614,   -0.000814,    0.002973
