Date               ,ZTD [m]     ,ZWD [m]     ,PWV [mm]    ,GE [m]      ,GN [m]      
14/02/2021 23:59:42,    2.334161,    0.077898,    0.012008,   -0.000500,    0.001358
15/02/2021 00:00:12,    2.334034,    0.077772,    0.011989,   -0.000493,    0.001326
15/02/2021 00:00:42,    2.333833,    0.077572,    0.011958,   -0.000486,    0.001297
15/02/2021 00:01:12,    2.333576,    0.077315,    0.011919,   -0.000479,    0.001269
15/02/2021 00:01:42,    2.333279,    0.077018,    0.011873,   -0.000472,    0.001243
15/02/2021 00:02:12,    2.332959,    0.076700,    0.011824,   -0.000465,    0.001218
15/02/2021 00:02:42,    2.332635,    0.076376,    0.011774,   -0.000459,    0.001196
15/02/2021 00:03:12,    2.332324,    0.076065,    0.011726,   -0.000453,    0.001175
15/02/2021 00:03:42,    2.332042,    0.075785,    0.011683,   -0.000448,    0.001156
15/02/2021 00:04:12,    2.331809,    0.075551,    0.011647,   -0.000442,    0.001138
15/02/2021 00:04:42,    2.331640,    0.075383,    0.011621,   -0.000437,    0.001122
15/02/2021 00:05:12,    2.331549,    0.075293,    0.011607,   -0.000432,    0.001107
15/02/2021 00:05:42,    2.331534,    0.075279,    0.011605,   -0.000427,    0.001094
15/02/2021 00:06:12,    2.331591,    0.075336,    0.011614,   -0.000423,    0.001082
15/02/2021 00:06:42,    2.331712,    0.075458,    0.011632,   -0.000419,    0.001071
15/02/2021 00:07:12,    2.331892,    0.075639,    0.011660,   -0.000415,    0.001062
15/02/2021 00:07:42,    2.332125,    0.075873,    0.011696,   -0.000411,    0.001054
15/02/2021 00:08:12,    2.332406,    0.076154,    0.011740,   -0.000408,    0.001047
15/02/2021 00:08:42,    2.332727,    0.076477,    0.011789,   -0.000404,    0.001041
15/02/2021 00:09:12,    2.333085,    0.076835,    0.011845,   -0.000402,    0.001037
15/02/2021 00:09:42,    2.333473,    0.077224,    0.011905,   -0.000399,    0.001034
15/02/2021 00:10:12,    2.333885,    0.077636,    0.011968,   -0.000396,    0.001031
15/02/2021 00:10:42,    2.334317,    0.078069,    0.012035,   -0.000394,    0.001030
15/02/2021 00:11:12,    2.334765,    0.078518,    0.012104,   -0.000392,    0.001029
