Date               ,ZTD [m]     ,ZWD [m]     ,PWV [mm]    ,GE [m]      ,GN [m]      
15/02/2021 00:59:42,    2.323983,    0.082298,    0.012665,    0.000276,    0.000582
15/02/2021 01:00:12,    2.323882,    0.082198,    0.012650,    0.000274,    0.000576
15/02/2021 01:00:42,    2.323806,    0.082123,    0.012638,    0.000272,    0.000570
15/02/2021 01:01:12,    2.323757,    0.082074,    0.012631,    0.000270,    0.000566
15/02/2021 01:01:42,    2.323735,    0.082053,    0.012627,    0.000268,    0.000561
15/02/2021 01:02:12,    2.323743,    0.082061,    0.012629,    0.000267,    0.000558
15/02/2021 01:02:42,    2.323782,    0.082101,    0.012635,    0.000266,    0.000555
15/02/2021 01:03:12,    2.323854,    0.082174,    0.012646,    0.000264,    0.000552
15/02/2021 01:03:42,    2.323960,    0.082281,    0.012662,    0.000263,    0.000550
15/02/2021 01:04:12,    2.324103,    0.082425,    0.012685,    0.000262,    0.000549
15/02/2021 01:04:42,    2.324284,    0.082606,    0.012712,    0.000261,    0.000548
15/02/2021 01:05:12,    2.324502,    0.082825,    0.012746,    0.000260,    0.000548
15/02/2021 01:05:42,    2.324750,    0.083075,    0.012785,    0.000260,    0.000548
15/02/2021 01:06:12,    2.325019,    0.083344,    0.012826,    0.000259,    0.000549
15/02/2021 01:06:42,    2.325300,    0.083625,    0.012869,    0.000259,    0.000550
15/02/2021 01:07:12,    2.325582,    0.083908,    0.012913,    0.000258,    0.000552
15/02/2021 01:07:42,    2.325856,    0.084183,    0.012955,    0.000258,    0.000554
15/02/2021 01:08:12,    2.326113,    0.084441,    0.012995,    0.000258,    0.000556
15/02/2021 01:08:42,    2.326344,    0.084673,    0.013030,    0.000258,    0.000559
15/02/2021 01:09:12,    2.326538,    0.084868,    0.013061,    0.000258,    0.000563
15/02/2021 01:09:42,    2.326688,    0.085018,    0.013084,    0.000259,    0.000566
15/02/2021 01:10:12,    2.326785,    0.085116,    0.013099,    0.000259,    0.000571
15/02/2021 01:10:42,    2.326833,    0.085165,    0.013106,    0.000260,    0.000575
15/02/2021 01:11:12,    2.326840,    0.085173,    0.013107,    0.000260,    0.000580
15/02/2021 01:11:42,    2.326812,    0.085145,    0.013103,    0.000261,    0.000586
15/02/2021 01:12:12,    2.326755,    0.085089,    0.013095,    0.000262,    0.000591
15/02/2021 01:12:42,    2.326675,    0.085011,    0.013083,    0.000263,    0.000597
15/02/2021 01:13:12,    2.326581,    0.084917,    0.013068,    0.000265,    0.000603
15/02/2021 01:13:42,    2.326477,    0.084814,    0.013052,    0.000266,    0.000610
15/02/2021 01:14:12,    2.326370,    0.084708,    0.013036,    0.000267,    0.000617
15/02/2021 01:14:42,    2.326268,    0.084607,    0.013020,    0.000269,    0.000624
15/02/2021 01:15:12,    2.326176,    0.084515,    0.013006,    0.000271,    0.000631
15/02/2021 01:15:42,    2.326094,    0.084434,    0.012994,    0.000273,    0.000639
15/02/2021 01:16:12,    2.326023,    0.084364,    0.012983,    0.000275,    0.000647
15/02/2021 01:16:42,    2.325965,    0.084306,    0.012974,    0.000277,    0.000655
15/02/2021 01:17:12,    2.325918,    0.084260,    0.012967,    0.000279,    0.000663
15/02/2021 01:17:42,    2.325883,    0.084226,    0.012962,    0.000281,    0.000672
15/02/2021 01:18:12,    2.325861,    0.084205,    0.012959,    0.000284,    0.000681
15/02/2021 01:18:42,    2.325852,    0.084197,    0.012957,    0.000286,    0.000689
15/02/2021 01:19:12,    2.325857,    0.084203,    0.012958,    0.000289,    0.000699
15/02/2021 01:19:42,    2.325876,    0.084222,    0.012961,    0.000292,    0.000708
15/02/2021 01:20:12,    2.325907,    0.084255,    0.012966,    0.000295,    0.000717
15/02/2021 01:20:42,    2.325951,    0.084299,    0.012973,    0.000298,    0.000726
15/02/2021 01:21:12,    2.326004,    0.084353,    0.012981,    0.000302,    0.000736
