Date               ,ZTD [m]     ,ZWD [m]     ,PWV [mm]    ,GE [m]      ,GN [m]      
15/02/2021 08:40:12,    2.346300,    0.090552,    0.013960,    0.000136,    0.001992
15/02/2021 08:40:42,    2.346157,    0.090408,    0.013938,    0.000126,    0.002029
15/02/2021 08:41:12,    2.346015,    0.090267,    0.013916,    0.000117,    0.002065
15/02/2021 08:41:42,    2.345882,    0.090133,    0.013895,    0.000107,    0.002101
15/02/2021 08:42:12,    2.345763,    0.090015,    0.013877,    0.000097,    0.002136
15/02/2021 08:42:42,    2.345666,    0.089917,    0.013862,    0.000088,    0.002170
15/02/2021 08:43:12,    2.345596,    0.089847,    0.013851,    0.000078,    0.002203
15/02/2021 08:43:42,    2.345559,    0.089811,    0.013846,    0.000068,    0.002236
15/02/2021 08:44:12,    2.345563,    0.089815,    0.013846,    0.000059,    0.002268
15/02/2021 08:44:42,    2.345613,    0.089865,    0.013854,    0.000049,    0.002299
15/02/2021 08:45:12,    2.345714,    0.089966,    0.013870,    0.000039,    0.002329
15/02/2021 08:45:42,    2.345864,    0.090116,    0.013893,    0.000030,    0.002359
15/02/2021 08:46:12,    2.346059,    0.090310,    0.013923,    0.000020,    0.002387
15/02/2021 08:46:42,    2.346294,    0.090545,    0.013959,    0.000011,    0.002415
15/02/2021 08:47:12,    2.346565,    0.090816,    0.014001,    0.000001,    0.002441
15/02/2021 08:47:42,    2.346868,    0.091120,    0.014047,   -0.000009,    0.002467
15/02/2021 08:48:12,    2.347199,    0.091451,    0.014098,   -0.000018,    0.002492
15/02/2021 08:48:42,    2.347554,    0.091806,    0.014153,   -0.000028,    0.002515
15/02/2021 08:49:12,    2.347929,    0.092181,    0.014211,   -0.000037,    0.002538
15/02/2021 08:49:42,    2.348319,    0.092571,    0.014271,   -0.000047,    0.002559
15/02/2021 08:50:12,    2.348722,    0.092973,    0.014333,   -0.000056,    0.002580
15/02/2021 08:50:42,    2.349134,    0.093386,    0.014397,   -0.000066,    0.002599
15/02/2021 08:51:12,    2.349556,    0.093808,    0.014462,   -0.000075,    0.002617
15/02/2021 08:51:42,    2.349986,    0.094238,    0.014528,   -0.000085,    0.002633
15/02/2021 08:52:12,    2.350424,    0.094675,    0.014596,   -0.000094,    0.002649
15/02/2021 08:52:42,    2.350868,    0.095119,    0.014664,   -0.000104,    0.002663
15/02/2021 08:53:12,    2.351317,    0.095568,    0.014733,   -0.000113,    0.002676
15/02/2021 08:53:42,    2.351770,    0.096022,    0.014803,   -0.000123,    0.002688
15/02/2021 08:54:12,    2.352226,    0.096478,    0.014874,   -0.000132,    0.002698
15/02/2021 08:54:42,    2.352685,    0.096936,    0.014944,   -0.000141,    0.002707
15/02/2021 08:55:12,    2.353145,    0.097396,    0.015015,   -0.000151,    0.002714
