Date               ,ZTD [m]     ,ZWD [m]     ,PWV [mm]    ,GE [m]      ,GN [m]      
15/02/2021 08:59:42,    2.357591,    0.101851,    0.015702,   -0.000229,    0.002527
15/02/2021 09:00:12,    2.358060,    0.102319,    0.015774,   -0.000238,    0.002518
15/02/2021 09:00:42,    2.358528,    0.102787,    0.015846,   -0.000247,    0.002508
15/02/2021 09:01:12,    2.358995,    0.103255,    0.015918,   -0.000256,    0.002496
15/02/2021 09:01:42,    2.359461,    0.103721,    0.015990,   -0.000265,    0.002482
15/02/2021 09:02:12,    2.359925,    0.104185,    0.016062,   -0.000274,    0.002467
15/02/2021 09:02:42,    2.360388,    0.104647,    0.016133,   -0.000283,    0.002451
15/02/2021 09:03:12,    2.360847,    0.105107,    0.016204,   -0.000292,    0.002433
15/02/2021 09:03:42,    2.361304,    0.105564,    0.016274,   -0.000301,    0.002414
15/02/2021 09:04:12,    2.361757,    0.106017,    0.016344,   -0.000310,    0.002393
15/02/2021 09:04:42,    2.362207,    0.106466,    0.016413,   -0.000319,    0.002370
15/02/2021 09:05:12,    2.362651,    0.106911,    0.016482,   -0.000328,    0.002347
15/02/2021 09:05:42,    2.363087,    0.107347,    0.016549,   -0.000336,    0.002321
15/02/2021 09:06:12,    2.363510,    0.107770,    0.016614,   -0.000345,    0.002295
15/02/2021 09:06:42,    2.363916,    0.108175,    0.016677,   -0.000354,    0.002267
15/02/2021 09:07:12,    2.364299,    0.108559,    0.016736,   -0.000362,    0.002238
15/02/2021 09:07:42,    2.364656,    0.108916,    0.016791,   -0.000371,    0.002208
15/02/2021 09:08:12,    2.364982,    0.109242,    0.016841,   -0.000379,    0.002176
15/02/2021 09:08:42,    2.365273,    0.109533,    0.016886,   -0.000387,    0.002143
15/02/2021 09:09:12,    2.365525,    0.109784,    0.016925,   -0.000395,    0.002109
15/02/2021 09:09:42,    2.365732,    0.109992,    0.016957,   -0.000404,    0.002073
15/02/2021 09:10:12,    2.365892,    0.110152,    0.016982,   -0.000412,    0.002037
15/02/2021 09:10:42,    2.366008,    0.110267,    0.016999,   -0.000420,    0.001999
15/02/2021 09:11:12,    2.366082,    0.110341,    0.017011,   -0.000427,    0.001960
15/02/2021 09:11:42,    2.366119,    0.110378,    0.017016,   -0.000435,    0.001920
15/02/2021 09:12:12,    2.366122,    0.110381,    0.017017,   -0.000443,    0.001880
15/02/2021 09:12:42,    2.366094,    0.110354,    0.017013,   -0.000450,    0.001837
15/02/2021 09:13:12,    2.366041,    0.110300,    0.017004,   -0.000458,    0.001794
15/02/2021 09:13:42,    2.365964,    0.110224,    0.016993,   -0.000465,    0.001750
15/02/2021 09:14:12,    2.365869,    0.110129,    0.016978,   -0.000472,    0.001705
15/02/2021 09:14:42,    2.365758,    0.110018,    0.016961,   -0.000479,    0.001659
15/02/2021 09:15:12,    2.365636,    0.109895,    0.016942,   -0.000486,    0.001612
15/02/2021 09:15:42,    2.365506,    0.109766,    0.016922,   -0.000493,    0.001564
15/02/2021 09:16:12,    2.365375,    0.109634,    0.016902,   -0.000500,    0.001515
15/02/2021 09:16:42,    2.365246,    0.109505,    0.016882,   -0.000506,    0.001466
15/02/2021 09:17:12,    2.365124,    0.109384,    0.016863,   -0.000512,    0.001415
15/02/2021 09:17:42,    2.365015,    0.109275,    0.016846,   -0.000519,    0.001364
15/02/2021 09:18:12,    2.364923,    0.109182,    0.016832,   -0.000525,    0.001311
15/02/2021 09:18:42,    2.364852,    0.109112,    0.016821,   -0.000531,    0.001258
15/02/2021 09:19:12,    2.364809,    0.109068,    0.016815,   -0.000536,    0.001205
15/02/2021 09:19:42,    2.364796,    0.109056,    0.016813,   -0.000542,    0.001150
15/02/2021 09:20:12,    2.364818,    0.109077,    0.016816,   -0.000547,    0.001095
15/02/2021 09:20:42,    2.364867,    0.109127,    0.016824,   -0.000552,    0.001039
15/02/2021 09:21:12,    2.364938,    0.109197,    0.016834,   -0.000557,    0.000983
15/02/2021 09:21:42,    2.365020,    0.109280,    0.016847,   -0.000562,    0.000925
15/02/2021 09:22:12,    2.365107,    0.109366,    0.016861,   -0.000567,    0.000868
15/02/2021 09:22:42,    2.365190,    0.109450,    0.016873,   -0.000571,    0.000809
15/02/2021 09:23:12,    2.365262,    0.109521,    0.016884,   -0.000576,    0.000750
15/02/2021 09:23:42,    2.365314,    0.109573,    0.016892,   -0.000580,    0.000691
15/02/2021 09:24:12,    2.365338,    0.109598,    0.016896,   -0.000584,    0.000630
15/02/2021 09:24:42,    2.365328,    0.109587,    0.016895,   -0.000587,    0.000570
15/02/2021 09:25:12,    2.365276,    0.109535,    0.016887,   -0.000591,    0.000509
15/02/2021 09:25:42,    2.365185,    0.109444,    0.016873,   -0.000594,    0.000447
15/02/2021 09:26:12,    2.365060,    0.109320,    0.016853,   -0.000597,    0.000385
15/02/2021 09:26:42,    2.364906,    0.109165,    0.016829,   -0.000600,    0.000323
15/02/2021 09:27:12,    2.364726,    0.108986,    0.016802,   -0.000603,    0.000260
15/02/2021 09:27:42,    2.364527,    0.108787,    0.016771,   -0.000605,    0.000197
15/02/2021 09:28:12,    2.364312,    0.108572,    0.016738,   -0.000607,    0.000133
15/02/2021 09:28:42,    2.364086,    0.108346,    0.016703,   -0.000609,    0.000070
15/02/2021 09:29:12,    2.363854,    0.108113,    0.016667,   -0.000611,    0.000006
15/02/2021 09:29:42,    2.363620,    0.107879,    0.016631,   -0.000612,   -0.000059
15/02/2021 09:30:12,    2.363389,    0.107648,    0.016596,   -0.000613,   -0.000124
15/02/2021 09:30:42,    2.363163,    0.107422,    0.016561,   -0.000614,   -0.000188
15/02/2021 09:31:12,    2.362944,    0.107204,    0.016527,   -0.000615,   -0.000253
15/02/2021 09:31:42,    2.362736,    0.106996,    0.016495,   -0.000615,   -0.000319
15/02/2021 09:32:12,    2.362541,    0.106801,    0.016465,   -0.000615,   -0.000384
15/02/2021 09:32:42,    2.362360,    0.106620,    0.016437,   -0.000615,   -0.000449
15/02/2021 09:33:12,    2.362198,    0.106457,    0.016412,   -0.000615,   -0.000515
15/02/2021 09:33:42,    2.362055,    0.106314,    0.016390,   -0.000615,   -0.000580
15/02/2021 09:34:12,    2.361934,    0.106193,    0.016371,   -0.000614,   -0.000646
15/02/2021 09:34:42,    2.361838,    0.106097,    0.016357,   -0.000613,   -0.000711
15/02/2021 09:35:12,    2.361768,    0.106027,    0.016346,   -0.000612,   -0.000777
15/02/2021 09:35:42,    2.361721,    0.105980,    0.016338,   -0.000611,   -0.000842
15/02/2021 09:36:12,    2.361693,    0.105953,    0.016334,   -0.000609,   -0.000907
15/02/2021 09:36:42,    2.361682,    0.105942,    0.016333,   -0.000607,   -0.000972
15/02/2021 09:37:12,    2.361682,    0.105942,    0.016333,   -0.000606,   -0.001037
15/02/2021 09:37:42,    2.361691,    0.105951,    0.016334,   -0.000603,   -0.001102
15/02/2021 09:38:12,    2.361704,    0.105964,    0.016336,   -0.000601,   -0.001166
15/02/2021 09:38:42,    2.361718,    0.105978,    0.016338,   -0.000599,   -0.001230
15/02/2021 09:39:12,    2.361729,    0.105989,    0.016340,   -0.000596,   -0.001293
