Date               ,ZTD [m]     ,ZWD [m]     ,PWV [mm]    ,GE [m]      ,GN [m]      
15/02/2021 06:10:12,    2.339010,    0.083237,    0.012832,    0.001170,   -0.002820
15/02/2021 06:10:42,    2.339267,    0.083494,    0.012872,    0.001167,   -0.002792
15/02/2021 06:11:12,    2.339528,    0.083754,    0.012912,    0.001163,   -0.002764
15/02/2021 06:11:42,    2.339792,    0.084019,    0.012953,    0.001160,   -0.002735
15/02/2021 06:12:12,    2.340060,    0.084287,    0.012994,    0.001156,   -0.002705
15/02/2021 06:12:42,    2.340331,    0.084557,    0.013036,    0.001152,   -0.002675
15/02/2021 06:13:12,    2.340604,    0.084830,    0.013078,    0.001148,   -0.002644
15/02/2021 06:13:42,    2.340878,    0.085105,    0.013120,    0.001143,   -0.002613
15/02/2021 06:14:12,    2.341154,    0.085380,    0.013162,    0.001138,   -0.002582
15/02/2021 06:14:42,    2.341430,    0.085656,    0.013205,    0.001133,   -0.002549
15/02/2021 06:15:12,    2.341706,    0.085933,    0.013248,    0.001128,   -0.002517
15/02/2021 06:15:42,    2.341982,    0.086209,    0.013290,    0.001123,   -0.002484
15/02/2021 06:16:12,    2.342260,    0.086486,    0.013333,    0.001117,   -0.002450
15/02/2021 06:16:42,    2.342538,    0.086765,    0.013376,    0.001111,   -0.002416
15/02/2021 06:17:12,    2.342818,    0.087045,    0.013419,    0.001105,   -0.002381
15/02/2021 06:17:42,    2.343100,    0.087326,    0.013462,    0.001099,   -0.002347
15/02/2021 06:18:12,    2.343384,    0.087610,    0.013506,    0.001092,   -0.002311
15/02/2021 06:18:42,    2.343670,    0.087896,    0.013550,    0.001085,   -0.002276
15/02/2021 06:19:12,    2.343959,    0.088186,    0.013595,    0.001079,   -0.002240
15/02/2021 06:19:42,    2.344251,    0.088478,    0.013640,    0.001072,   -0.002203
15/02/2021 06:20:12,    2.344548,    0.088774,    0.013686,    0.001064,   -0.002167
15/02/2021 06:20:42,    2.344848,    0.089074,    0.013732,    0.001057,   -0.002130
15/02/2021 06:21:12,    2.345153,    0.089379,    0.013779,    0.001049,   -0.002092
15/02/2021 06:21:42,    2.345463,    0.089690,    0.013827,    0.001042,   -0.002055
15/02/2021 06:22:12,    2.345779,    0.090006,    0.013876,    0.001034,   -0.002017
15/02/2021 06:22:42,    2.346102,    0.090329,    0.013925,    0.001026,   -0.001978
15/02/2021 06:23:12,    2.346431,    0.090658,    0.013976,    0.001018,   -0.001940
15/02/2021 06:23:42,    2.346769,    0.090995,    0.014028,    0.001010,   -0.001901
15/02/2021 06:24:12,    2.347114,    0.091341,    0.014081,    0.001002,   -0.001862
15/02/2021 06:24:42,    2.347468,    0.091695,    0.014136,    0.000993,   -0.001823
15/02/2021 06:25:12,    2.347830,    0.092057,    0.014192,    0.000985,   -0.001784
15/02/2021 06:25:42,    2.348195,    0.092421,    0.014248,    0.000976,   -0.001744
