Date               ,ZTD [m]     ,ZWD [m]     ,PWV [mm]    ,GE [m]      ,GN [m]      
15/02/2021 08:59:42,    2.361426,    0.097975,    0.015106,   -0.000429,    0.000460
15/02/2021 09:00:12,    2.361357,    0.097906,    0.015096,   -0.000438,    0.000461
15/02/2021 09:00:42,    2.361287,    0.097836,    0.015085,   -0.000448,    0.000462
15/02/2021 09:01:12,    2.361216,    0.097765,    0.015074,   -0.000457,    0.000463
15/02/2021 09:01:42,    2.361145,    0.097694,    0.015063,   -0.000466,    0.000464
15/02/2021 09:02:12,    2.361074,    0.097623,    0.015052,   -0.000476,    0.000465
15/02/2021 09:02:42,    2.361004,    0.097553,    0.015041,   -0.000485,    0.000467
15/02/2021 09:03:12,    2.360936,    0.097485,    0.015031,   -0.000494,    0.000469
15/02/2021 09:03:42,    2.360871,    0.097420,    0.015021,   -0.000504,    0.000471
15/02/2021 09:04:12,    2.360808,    0.097358,    0.015011,   -0.000513,    0.000473
15/02/2021 09:04:42,    2.360750,    0.097299,    0.015002,   -0.000522,    0.000475
15/02/2021 09:05:12,    2.360696,    0.097245,    0.014994,   -0.000531,    0.000477
15/02/2021 09:05:42,    2.360647,    0.097196,    0.014986,   -0.000540,    0.000480
15/02/2021 09:06:12,    2.360600,    0.097150,    0.014979,   -0.000549,    0.000483
15/02/2021 09:06:42,    2.360555,    0.097105,    0.014972,   -0.000558,    0.000485
15/02/2021 09:07:12,    2.360509,    0.097058,    0.014965,   -0.000567,    0.000488
15/02/2021 09:07:42,    2.360459,    0.097008,    0.014957,   -0.000576,    0.000492
15/02/2021 09:08:12,    2.360404,    0.096953,    0.014949,   -0.000585,    0.000495
15/02/2021 09:08:42,    2.360340,    0.096890,    0.014939,   -0.000594,    0.000499
15/02/2021 09:09:12,    2.360267,    0.096817,    0.014928,   -0.000603,    0.000502
15/02/2021 09:09:42,    2.360183,    0.096732,    0.014915,   -0.000612,    0.000506
15/02/2021 09:10:12,    2.360084,    0.096633,    0.014899,   -0.000621,    0.000510
15/02/2021 09:10:42,    2.359969,    0.096518,    0.014882,   -0.000630,    0.000514
15/02/2021 09:11:12,    2.359840,    0.096390,    0.014862,   -0.000639,    0.000518
15/02/2021 09:11:42,    2.359699,    0.096249,    0.014840,   -0.000648,    0.000522
15/02/2021 09:12:12,    2.359548,    0.096097,    0.014817,   -0.000657,    0.000526
15/02/2021 09:12:42,    2.359388,    0.095937,    0.014792,   -0.000666,    0.000531
15/02/2021 09:13:12,    2.359221,    0.095771,    0.014766,   -0.000675,    0.000535
15/02/2021 09:13:42,    2.359050,    0.095599,    0.014740,   -0.000683,    0.000540
15/02/2021 09:14:12,    2.358876,    0.095426,    0.014713,   -0.000692,    0.000545
15/02/2021 09:14:42,    2.358702,    0.095251,    0.014686,   -0.000701,    0.000549
15/02/2021 09:15:12,    2.358529,    0.095078,    0.014660,   -0.000710,    0.000554
15/02/2021 09:15:42,    2.358359,    0.094909,    0.014634,   -0.000719,    0.000559
15/02/2021 09:16:12,    2.358196,    0.094745,    0.014608,   -0.000728,    0.000564
15/02/2021 09:16:42,    2.358040,    0.094590,    0.014584,   -0.000737,    0.000569
15/02/2021 09:17:12,    2.357897,    0.094446,    0.014562,   -0.000746,    0.000574
15/02/2021 09:17:42,    2.357768,    0.094317,    0.014542,   -0.000755,    0.000579
15/02/2021 09:18:12,    2.357656,    0.094205,    0.014525,   -0.000765,    0.000584
15/02/2021 09:18:42,    2.357563,    0.094113,    0.014511,   -0.000774,    0.000589
15/02/2021 09:19:12,    2.357494,    0.094043,    0.014500,   -0.000783,    0.000594
15/02/2021 09:19:42,    2.357450,    0.093999,    0.014493,   -0.000792,    0.000599
15/02/2021 09:20:12,    2.357434,    0.093983,    0.014491,   -0.000801,    0.000604
15/02/2021 09:20:42,    2.357448,    0.093998,    0.014493,   -0.000811,    0.000609
15/02/2021 09:21:12,    2.357496,    0.094045,    0.014500,   -0.000820,    0.000615
15/02/2021 09:21:42,    2.357578,    0.094127,    0.014513,   -0.000830,    0.000620
15/02/2021 09:22:12,    2.357696,    0.094245,    0.014531,   -0.000839,    0.000625
15/02/2021 09:22:42,    2.357852,    0.094402,    0.014555,   -0.000849,    0.000630
15/02/2021 09:23:12,    2.358048,    0.094598,    0.014586,   -0.000858,    0.000635
15/02/2021 09:23:42,    2.358287,    0.094836,    0.014622,   -0.000868,    0.000640
15/02/2021 09:24:12,    2.358568,    0.095117,    0.014666,   -0.000878,    0.000645
15/02/2021 09:24:42,    2.358895,    0.095444,    0.014716,   -0.000888,    0.000650
15/02/2021 09:25:12,    2.359269,    0.095818,    0.014774,   -0.000898,    0.000655
15/02/2021 09:25:42,    2.359689,    0.096239,    0.014839,   -0.000908,    0.000659
15/02/2021 09:26:12,    2.360145,    0.096694,    0.014909,   -0.000918,    0.000664
15/02/2021 09:26:42,    2.360621,    0.097170,    0.014982,   -0.000928,    0.000669
15/02/2021 09:27:12,    2.361105,    0.097654,    0.015057,   -0.000938,    0.000673
15/02/2021 09:27:42,    2.361582,    0.098131,    0.015130,   -0.000948,    0.000678
15/02/2021 09:28:12,    2.362038,    0.098587,    0.015201,   -0.000959,    0.000682
15/02/2021 09:28:42,    2.362460,    0.099009,    0.015266,   -0.000969,    0.000687
15/02/2021 09:29:12,    2.362833,    0.099382,    0.015323,   -0.000980,    0.000691
15/02/2021 09:29:42,    2.363144,    0.099693,    0.015371,   -0.000991,    0.000695
15/02/2021 09:30:12,    2.363379,    0.099928,    0.015408,   -0.001002,    0.000699
15/02/2021 09:30:42,    2.363528,    0.100077,    0.015431,   -0.001013,    0.000703
15/02/2021 09:31:12,    2.363598,    0.100147,    0.015441,   -0.001024,    0.000707
15/02/2021 09:31:42,    2.363600,    0.100150,    0.015442,   -0.001035,    0.000711
15/02/2021 09:32:12,    2.363548,    0.100097,    0.015434,   -0.001046,    0.000714
15/02/2021 09:32:42,    2.363451,    0.100000,    0.015419,   -0.001058,    0.000718
15/02/2021 09:33:12,    2.363321,    0.099870,    0.015399,   -0.001069,    0.000721
15/02/2021 09:33:42,    2.363169,    0.099719,    0.015375,   -0.001081,    0.000724
15/02/2021 09:34:12,    2.363008,    0.099558,    0.015350,   -0.001093,    0.000727
15/02/2021 09:34:42,    2.362849,    0.099398,    0.015326,   -0.001104,    0.000730
15/02/2021 09:35:12,    2.362702,    0.099251,    0.015303,   -0.001117,    0.000732
15/02/2021 09:35:42,    2.362579,    0.099128,    0.015284,   -0.001129,    0.000735
15/02/2021 09:36:12,    2.362482,    0.099032,    0.015269,   -0.001141,    0.000737
15/02/2021 09:36:42,    2.362416,    0.098966,    0.015259,   -0.001154,    0.000739
15/02/2021 09:37:12,    2.362383,    0.098932,    0.015254,   -0.001166,    0.000741
15/02/2021 09:37:42,    2.362384,    0.098934,    0.015254,   -0.001179,    0.000743
15/02/2021 09:38:12,    2.362424,    0.098974,    0.015260,   -0.001192,    0.000744
15/02/2021 09:38:42,    2.362505,    0.099054,    0.015273,   -0.001204,    0.000746
15/02/2021 09:39:12,    2.362629,    0.099179,    0.015292,   -0.001217,    0.000747
15/02/2021 09:39:42,    2.362800,    0.099349,    0.015318,   -0.001230,    0.000748
15/02/2021 09:40:12,    2.363019,    0.099568,    0.015352,   -0.001243,    0.000749
15/02/2021 09:40:42,    2.363288,    0.099837,    0.015394,   -0.001256,    0.000749
15/02/2021 09:41:12,    2.363600,    0.100150,    0.015442,   -0.001269,    0.000750
15/02/2021 09:41:42,    2.363947,    0.100496,    0.015495,   -0.001282,    0.000750
15/02/2021 09:42:12,    2.364320,    0.100869,    0.015553,   -0.001295,    0.000750
